news_id,date,stock,name,sector,language,headline,content,event_type,true_label
N000895,2023-04-28,POWERGRID,Power Grid Company of Bangladesh,Power,bn,প্রবাসী আয় 4 প্রান্তিকে 35% বেড়েছে,প্রবাসী আয় 4 প্রান্তিকে 35% বেড়েছে,macro,positive
N000120,2016-08-23,DBBL,Dutch-Bangla Bank PLC,Bank,en,Dutch-Bangla Bank PLC skips dividend amid cash crunch,"Dutch-Bangla Bank PLC will not declare a dividend this year, the board announced, citing a 25% decline in profitability and the need to preserve capital. Shareholders reacted cautiously and the stock slipped on the news.",dividend,negative
N001457,2016-12-16,DSEX,DSE Broad Index,Index,en,BSEC issues new disclosure rules affecting DSE Broad Index,BSEC has issued new disclosure rules that will affect how DSE Broad Index reports quarterly results. The company said it is reviewing the guidelines and will ensure full compliance within the stipulated timeline.,regulatory,neutral
N000937,2013-10-31,SUMITPOWER,Summit Power International,Power,bn,Summit Power International বার্ষিক সাধারণ সভা অনুষ্ঠিত,Summit Power International বার্ষিক সাধারণ সভা অনুষ্ঠিত,expansion,neutral
N000518,2016-02-05,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,en,"Square Pharmaceuticals PLC holds AGM, discusses future investments","At its AGM, Square Pharmaceuticals PLC discussed future investment plans and answered shareholder queries on capital allocation. Management said it is evaluating several options but no final decision has been taken yet.",expansion,neutral
N000202,2010-09-13,EBL,Eastern Bank PLC,Bank,bn,Eastern Bank PLC এর নিরীক্ষায় অসঙ্গতি পাওয়া গেছে,Eastern Bank PLC এর নিরীক্ষায় অসঙ্গতি পাওয়া গেছে,earnings,negative
N000101,2018-04-10,DBBL,Dutch-Bangla Bank PLC,Bank,bn,Dutch-Bangla Bank PLC লভ্যাংশের রেকর্ড তারিখ নির্ধারণ করেছে,Dutch-Bangla Bank PLC লভ্যাংশের রেকর্ড তারিখ নির্ধারণ করেছে,dividend,neutral
N000338,2022-07-29,MUTUALTRUST,Mutual Trust Bank Limited,Bank,bn,টাকা অবমূল্যায়নে কর্পোরেট মুনাফায় চাপ,টাকা অবমূল্যায়নে কর্পোরেট মুনাফায় চাপ,macro,negative
N001201,2011-01-25,WALTONHIL,Walton Hi-Tech Industries,Electronics,bn,Walton Hi-Tech Industries বার্ষিক সাধারণ সভা অনুষ্ঠিত,Walton Hi-Tech Industries বার্ষিক সাধারণ সভা অনুষ্ঠিত,expansion,neutral
N000590,2015-04-15,RENATA,Renata Limited,Pharma,bn,Renata Limited এর সিইও ঋণ জালিয়াতিতে গ্রেফতার,Renata Limited এর সিইও ঋণ জালিয়াতিতে গ্রেফতার,scandal,negative
N001140,2016-10-09,UNILEVER,Unilever Consumer Care,Consumer,en,Unilever Consumer Care shuts two plants on energy costs,"Unilever Consumer Care has deferred its Tk150 crore expansion plan, citing the current macroeconomic environment and rising financing costs. The company said it will revisit the project once conditions improve.",expansion,negative
N000060,2019-02-12,BRACBANK,BRAC Bank Limited,Bank,bn,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,বিএসইসি নতুন প্রকাশনা নিয়ম জারি করেছে,regulatory,neutral
N000952,2023-07-26,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,en,Taka devaluation hits corporate earnings,DSEX plunged in tandem with regional markets as global risk-off sentiment triggered selling across emerging markets. Concerns over inflation at 40% and a weaker taka added to the pressure on Bangladeshi equities.,macro,negative
N001049,2022-11-21,LAFARGECEM,LafargeHolcim Bangladesh,Cement,en,LafargeHolcim Bangladesh board approves financial statements,"LafargeHolcim Bangladesh is scheduled to release its Q2 financial results next week. The board has approved the financial statements for submission to the regulator and a press release will follow, the company secretary said.",earnings,neutral
N000016,2018-11-16,BANKASIA,Bank Asia Limited,Bank,en,DSEX plunges on global market rout,DSEX plunged in tandem with regional markets as global risk-off sentiment triggered selling across emerging markets. Concerns over inflation at 35% and a weaker taka added to the pressure on Bangladeshi equities.,macro,negative
N000061,2013-12-21,BRACBANK,BRAC Bank Limited,Bank,bn,উচ্চ মুনাফার কারণে BRAC Bank Limited এর রেটিং উন্নীত,উচ্চ মুনাফার কারণে BRAC Bank Limited এর রেটিং উন্নীত,earnings,positive
N000795,2015-04-08,BSCCL,Bangladesh Submarine Cable Company,Telecom,en,Remittance inflow surges 35% in 2 quarter,DSEX crossed the 200 mark today on a broad-based rally led by bank and pharma stocks. Analysts said positive macro indicators including remittance growth and contained inflation have boosted investor confidence.,macro,positive
N001320,2024-10-22,TITASGAS,Titas Gas Transmission,Gas,en,DSEX crosses 200 mark on broad-based rally,DSEX crossed the 700 mark today on a broad-based rally led by bank and pharma stocks. Analysts said positive macro indicators including remittance growth and contained inflation have boosted investor confidence.,macro,positive
N000638,2010-04-26,ACI,ACI Limited,Pharma,bn,ACI Limited বার্ষিক সাধারণ সভা অনুষ্ঠিত,ACI Limited বার্ষিক সাধারণ সভা অনুষ্ঠিত,expansion,neutral
N001355,2012-03-23,JAMUNAOIL,Jamuna Oil Company,Fuel,bn,Jamuna Oil Company নতুন উৎপাদন লাইনের জন্য চুক্তি স্বাক্ষর,Jamuna Oil Company নতুন উৎপাদন লাইনের জন্য চুক্তি স্বাক্ষর,expansion,positive
N000071,2016-09-26,BRACBANK,BRAC Bank Limited,Bank,en,BRAC Bank Limited under foreign exchange violation probe,BSEC has suspended trading of BRAC Bank Limited for 2 days following a probe into compliance breaches. The regulator said the action is aimed at protecting investor interest until the matter is resolved.,regulatory,negative
N001011,2025-10-23,LAFARGECEM,LafargeHolcim Bangladesh,Cement,en,LafargeHolcim Bangladesh commissions largest solar plant in South Asia,"LafargeHolcim Bangladesh unveiled plans to invest Tk500 crore in a new cement facility expected to create 2000 jobs. The project, financed through a mix of retained earnings and bank loans, is slated for commissioning within 18 months.",expansion,positive
N001419,2010-06-25,CUSTOMERS,Customer's Care PLC,Services,en,Customer's Care PLC unveils Tk300 crore expansion plant,"Customer's Care PLC unveiled plans to invest Tk100 crore in a new services facility expected to create 800 jobs. The project, financed through a mix of retained earnings and bank loans, is slated for commissioning within 18 months.",expansion,positive
N001207,2014-10-10,WALTONHIL,Walton Hi-Tech Industries,Electronics,bn,আইএমএফ ঋণ শর্তে বাংলাদেশি কর্পোরেট উদ্বেগ,আইএমএফ ঋণ শর্তে বাংলাদেশি কর্পোরেট উদ্বেগ,macro,negative
N001083,2025-03-07,MARICO,Marico Bangladesh Limited,Consumer,en,Marico Bangladesh Limited unveils Tk150 crore expansion plant,"Marico Bangladesh Limited unveiled plans to invest Tk50 crore in a new consumer facility expected to create 1500 jobs. The project, financed through a mix of retained earnings and bank loans, is slated for commissioning within 18 months.",expansion,positive
N001303,2013-08-20,TITASGAS,Titas Gas Transmission,Gas,bn,Titas Gas Transmission দুর্নীতি তদন্তে দুদক থেকে অব্যাহতি,Titas Gas Transmission দুর্নীতি তদন্তে দুদক থেকে অব্যাহতি,regulatory,positive
N000633,2020-04-06,ACI,ACI Limited,Pharma,en,ACI Limited skips dividend amid cash crunch,"ACI Limited will not declare a dividend this year, the board announced, citing a 12% decline in profitability and the need to preserve capital. Shareholders reacted cautiously and the stock slipped on the news.",dividend,negative
N000009,2025-10-20,BANKASIA,Bank Asia Limited,Bank,bn,Bank Asia Limited এর মুনাফা 12% বেড়েছে,Bank Asia Limited এর মুনাফা 12% বেড়েছে,earnings,positive
N000713,2013-10-03,GP,Grameenphone Limited,Telecom,en,BSEC issues new disclosure rules affecting Grameenphone Limited,BSEC has issued new disclosure rules that will affect how Grameenphone Limited reports quarterly results. The company said it is reviewing the guidelines and will ensure full compliance within the stipulated timeline.,regulatory,neutral
N000980,2010-08-26,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,en,Heidelberg Cement Bangladesh CEO arrested in loan scam,The Heidelberg Cement Bangladesh CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
N000150,2012-07-18,DBBL,Dutch-Bangla Bank PLC,Bank,en,Dutch-Bangla Bank PLC shares hit lower circuit on loan default rumours,The Dutch-Bangla Bank PLC CEO was arrested by the ACC in connection with a multi-crore loan scam involving several defaulters. The regulator has also ordered an asset freeze on company directors pending investigation.,scandal,negative
